program_idx,file_path,idx,src,dst,src_code,dst_code,reason,offset,sa_lb_direct,sa_lb,da_lb,dst_name_match,dst_funcname,actual_lb,actual_lb_trans,is_static,src_class,mvs,src_ancestors,src_descendants,dst_class,dst_ancestors,dst_descendants
21,../replication_package/raw_data/url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/wala0cfa.csv,1491,de/measite/minidns/dnssec/DNSSECClient.verifySignedRecords:(Lde/measite/minidns/Question;Lde/measite/minidns/record/RRSIG;Ljava/util/List;)Ljava/util/Set;,de/measite/minidns/dnssec/DNSSECClient.queryDnssec:(Ljava/lang/CharSequence;Lde/measite/minidns/Record$TYPE;)Lde/measite/minidns/dnssec/DNSSECMessage;,"private Set<UnverifiedReason> verifySignedRecords(Question q, RRSIG rrsig, List<Record<? extends Data>> records) throws IOException {
    Set<UnverifiedReason> result = new HashSet<>();
    DNSKEY dnskey = null;
    if (rrsig.typeCovered == TYPE.DNSKEY) {
        for (Record<? extends Data> record : records) {
            Record<DNSKEY> dnsKeyRecord = record.ifPossibleAs(DNSKEY.class);
            if (dnsKeyRecord == null)
                continue;
            if (dnsKeyRecord.payloadData.getKeyTag() == rrsig.keyTag) {
                dnskey = dnsKeyRecord.payloadData;
                break;
            }
        }
    } else if (q.type == TYPE.DS && rrsig.signerName.equals(q.name)) {
        result.add(new NoTrustAnchorReason(q.name.ace));
        return result;
    } else {
        DNSSECMessage dnskeyRes = queryDnssec(rrsig.signerName, TYPE.DNSKEY);
        if (dnskeyRes == null) {
            throw new DNSSECValidationFailedException(q, ""There is no DNSKEY "" + rrsig.signerName + "", but it is used"");
        }
        result.addAll(dnskeyRes.getUnverifiedReasons());
        for (Record<? extends Data> record : dnskeyRes.answerSection) {
            Record<DNSKEY> dnsKeyRecord = record.ifPossibleAs(DNSKEY.class);
            if (dnsKeyRecord == null)
                continue;
            if (dnsKeyRecord.payloadData.getKeyTag() == rrsig.keyTag) {
                dnskey = dnsKeyRecord.payloadData;
            }
        }
    }
    if (dnskey == null) {
        throw new DNSSECValidationFailedException(q, records.size() + "" "" + rrsig.typeCovered + "" record(s) are signed using an unknown key."");
    }
    UnverifiedReason unverifiedReason = verifier.verify(records, rrsig, dnskey);
    if (unverifiedReason != null) {
        result.add(unverifiedReason);
    }
    return result;
}","class DNSSECClient { DNSSECMessage queryDnssec ( CharSequence a0, Record a1, ) { return DNSSECMessage1; }",invocation_this,163,1,1,0,TRUE,queryDnssec,1,1,0,de.measite.minidns.dnssec.DNSSECClient,,[de.measite.minidns.recursive.ReliableDNSClient][de.measite.minidns.AbstractDNSClient],[],de.measite.minidns.dnssec.DNSSECClient,[de.measite.minidns.recursive.ReliableDNSClient][de.measite.minidns.AbstractDNSClient],[]
21,../replication_package/raw_data/url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/wala0cfa.csv,2596,de/measite/minidns/DNSName.parse:(Ljava/io/DataInputStream;[B)Lde/measite/minidns/DNSName;,de/measite/minidns/DNSName.length:()I,"public static DNSName parse(DataInputStream dis, byte[] data) throws IOException {
    int c = dis.readUnsignedByte();
    if ((c & 0xc0) == 0xc0) {
        c = ((c & 0x3f) << 8) + dis.readUnsignedByte();
        HashSet<Integer> jumps = new HashSet<Integer>();
        jumps.add(c);
        return parse(data, c, jumps);
    }
    if (c == 0) {
        return DNSName.EMPTY;
    }
    byte[] b = new byte[c];
    dis.readFully(b);
    String s = IDN.toUnicode(new String(b));
    DNSName t = parse(dis, data);
    if (t.length() > 0) {
        s = s + ""."" + t;
    }
    return new DNSName(s);
}","@Override
public int length() {
    return ace.length();
}",invocation_same_class,67,0,1,0,TRUE,length,1,1,1,de.measite.minidns.DNSName,"public static final de.measite.minidns.DNSName EMPTY;, public static final de.measite.minidns.DNSName ROOT;, public final java.lang.String ace;",[java.lang.CharSequence][java.io.Serializable][java.lang.Comparable<de.measite.minidns.DNSName>],[],de.measite.minidns.DNSName,[java.lang.CharSequence][java.io.Serializable][java.lang.Comparable<de.measite.minidns.DNSName>],[]
21,../replication_package/raw_data/url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/wala0cfa.csv,14274,de/measite/minidns/Record.parse:(Ljava/io/DataInputStream;[B)Lde/measite/minidns/Record;,de/measite/minidns/Record$CLASS.getClass:(I)Lde/measite/minidns/Record$CLASS;,"public static Record<Data> parse(DataInputStream dis, byte[] data) throws IOException {
    DNSName name = DNSName.parse(dis, data);
    int typeValue = dis.readUnsignedShort();
    TYPE type = TYPE.getType(typeValue);
    int clazzValue = dis.readUnsignedShort();
    CLASS clazz = CLASS.getClass(clazzValue & 0x7fff);
    boolean unicastQuery = (clazzValue & 0x8000) > 0;
    long ttl = (((long) dis.readUnsignedShort()) << 16) + dis.readUnsignedShort();
    int payloadLength = dis.readUnsignedShort();
    Data payloadData;
    switch(type) {
        case SOA:
            payloadData = SOA.parse(dis, data);
            break;
        case SRV:
            payloadData = SRV.parse(dis, data);
            break;
        case MX:
            payloadData = MX.parse(dis, data);
            break;
        case AAAA:
            payloadData = AAAA.parse(dis);
            break;
        case A:
            payloadData = A.parse(dis);
            break;
        case NS:
            payloadData = NS.parse(dis, data);
            break;
        case CNAME:
            payloadData = CNAME.parse(dis, data);
            break;
        case PTR:
            payloadData = PTR.parse(dis, data);
            break;
        case TXT:
            payloadData = TXT.parse(dis, payloadLength);
            break;
        case OPT:
            payloadData = OPT.parse(dis, payloadLength);
            break;
        case DNSKEY:
            payloadData = DNSKEY.parse(dis, payloadLength);
            break;
        case RRSIG:
            payloadData = RRSIG.parse(dis, data, payloadLength);
            break;
        case DS:
            payloadData = DS.parse(dis, payloadLength);
            break;
        case NSEC:
            payloadData = NSEC.parse(dis, data, payloadLength);
            break;
        case NSEC3:
            payloadData = NSEC3.parse(dis, payloadLength);
            break;
        case NSEC3PARAM:
            payloadData = NSEC3PARAM.parse(dis);
            break;
        case TLSA:
            payloadData = TLSA.parse(dis, payloadLength);
            break;
        case OPENPGPKEY:
            payloadData = OPENPGPKEY.parse(dis, payloadLength);
            break;
        case DLV:
            payloadData = DLV.parse(dis, payloadLength);
            break;
        case UNKNOWN:
        default:
            payloadData = UNKNOWN.parse(dis, payloadLength, type);
            break;
    }
    return new Record<>(name, type, clazz, clazzValue, ttl, payloadData, unicastQuery);
}","class Record$CLASS { CLASS getClass ( int a0, ) { return CLASS1; }",invocation_static,29,1,1,0,TRUE,getClass,1,1,1,de.measite.minidns.Record,,,,de.measite.minidns.Record$CLASS,[java.lang.Enum<de.measite.minidns.Record$CLASS>],[]
21,../replication_package/raw_data/url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/wala0cfa.csv,15507,de/measite/minidns/EDNS$OptionCode.<clinit>:()V,de/measite/minidns/EDNS$OptionCode.<init>:(Ljava/lang/String;IILjava/lang/Class;)V,class EDNS$OptionCode { void <clinit> ( ) { return void1; },"class EDNS$OptionCode { void <init> ( String a0, int a1, int a2, Class a3, ) { return void1; }",invocation_constructor,26,1,1,0,TRUE,EDNS$OptionCode,1,1,0,de.measite.minidns.EDNS$OptionCode,"public static final de.measite.minidns.EDNS$OptionCode UNKNOWN;, public static final de.measite.minidns.EDNS$OptionCode NSID;, public final java.lang.Class<? extends de.measite.minidns.edns.EDNSOption> clazz;",[java.lang.Enum<de.measite.minidns.EDNS$OptionCode>],[],de.measite.minidns.EDNS$OptionCode,[java.lang.Enum<de.measite.minidns.EDNS$OptionCode>],[]
22,../replication_package/raw_data/url0980c8326f_TobiasScharnowski_Chess_tgz-pJ8-chess_StartJ8/wala0cfa.csv,6,chess/piece/impl/Pawn.<init>:(Lchess/Position;Lchess/piece/ChessColor;Lchess/ChessCoord;)V,chess/piece/impl/AbstractPiece.<init>:(Lchess/Position;Lchess/PieceType;Lchess/piece/ChessColor;Lchess/ChessCoord;)V,"public Pawn(Position pos, ChessColor cc, ChessCoord initialCoord) {
    super(pos, PieceType.PAWN, cc, initialCoord);
    if (ChessColor.WHITE.equals(cc)) {
        this.rankStep = STEP_WHITE;
        this.startRank = START_WHITE;
        this.promotionRank = PROMOTION_RANK_WHITE;
    } else {
        this.rankStep = STEP_BLACK;
        this.startRank = START_BLACK;
        this.promotionRank = PROMOTION_RANK_BLACK;
    }
    this.enPassantRank = promotionRank - (1 + FIRST_MOVE_FACTOR) * rankStep;
}","public AbstractPiece(final Position pos, final PieceType pieceType, final ChessColor color, final ChessCoord initialCoord) {
    this.pieceType = pieceType;
    this.color = color;
    this.pos = pos;
    pos.setPieceAt(this, initialCoord);
}",member_variable_initialization,7,1,1,1,FALSE,AbstractPiece,1,1,0,chess.piece.impl.Pawn,,[chess.piece.impl.AbstractPiece][chess.piece.Piece],[],chess.piece.impl.AbstractPiece,[chess.piece.Piece],[chess.piece.impl.AbstractDirectionalPiece][chess.piece.impl.Bishop][chess.piece.impl.Queen][chess.piece.impl.Rook][chess.piece.impl.King][chess.piece.impl.Knight][chess.piece.impl.Pawn]
22,../replication_package/raw_data/url0980c8326f_TobiasScharnowski_Chess_tgz-pJ8-chess_StartJ8/wala0cfa.csv,22,chess/piece/impl/DefaultPieceFactory.createDefaultPieceSets:(Lchess/Position;)V,chess/piece/impl/DefaultPieceFactory.createPiece:(Lchess/Position;Lchess/PieceType;Lchess/piece/ChessColor;Lchess/ChessCoord;)Lchess/piece/Piece;,"@Override
public void createDefaultPieceSets(final Position pos) {
    int file = 0;
    pos.addPiece(this.createPiece(pos, PieceType.ROOK, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.KNIGHT, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.BISHOP, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.QUEEN, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.KING, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.BISHOP, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.KNIGHT, ChessColor.WHITE, Coords.coord(file++, 0)));
    pos.addPiece(this.createPiece(pos, PieceType.ROOK, ChessColor.WHITE, Coords.coord(file++, 0)));
    for (int i = 0; i <= ChessRules.MAX_FILE; ++i) {
        pos.addPiece(this.createPiece(pos, PieceType.PAWN, ChessColor.WHITE, Coords.coord(i, 1)));
    }
    file = 0;
    pos.addPiece(this.createPiece(pos, PieceType.ROOK, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.KNIGHT, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.BISHOP, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.QUEEN, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.KING, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.BISHOP, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.KNIGHT, ChessColor.BLACK, Coords.coord(file++, 7)));
    pos.addPiece(this.createPiece(pos, PieceType.ROOK, ChessColor.BLACK, Coords.coord(file++, 7)));
    for (int i = 0; i <= ChessRules.MAX_FILE; ++i) {
        pos.addPiece(this.createPiece(pos, PieceType.PAWN, ChessColor.BLACK, Coords.coord(i, 6)));
    }
}","@Override
public Piece createPiece(Position pos, PieceType pieceType, final ChessColor color, ChessCoord initialCoord) {
    Piece result;
    switch(pieceType) {
        case PAWN:
            result = new Pawn(pos, color, initialCoord);
            break;
        case ROOK:
            result = new Rook(pos, color, initialCoord, initialCoord.getFile() > 3);
            break;
        case KNIGHT:
            result = new Knight(pos, color, initialCoord);
            break;
        case BISHOP:
            result = new Bishop(pos, color, initialCoord);
            break;
        case QUEEN:
            result = new Queen(pos, color, initialCoord);
            break;
        case KING:
            result = new King(pos, color, initialCoord);
            break;
        default:
            throw new UnsupportedOperationException(""The passed PieceType is not supported"");
    }
    return result;
}",invocation_this,310,1,1,1,TRUE,createPiece,1,1,0,chess.piece.impl.DefaultPieceFactory,,[chess.piece.PieceFactory],[],chess.piece.impl.DefaultPieceFactory,[chess.piece.PieceFactory],[]
22,../replication_package/raw_data/url0980c8326f_TobiasScharnowski_Chess_tgz-pJ8-chess_StartJ8/wala0cfa.csv,49,chess/impl/DefaultPosition.processMove:(Lchess/move/Move;)Z,chess/move/impl/CastlingMove.doMove:(Lchess/Position;)V,"@Override
public boolean processMove(Move move) {
    move.doMove(this);
    if (this.isLegalPosition()) {
        this.moves.add(move);
        return true;
    } else {
        move.undoMove(this);
        return false;
    }
}","class CastlingMove { void doMove ( Position a0, ) { return void1; }",invocation_same_class,2,1,1,0,TRUE,doMove,1,1,0,chess.impl.DefaultPosition,,[chess.Position],[],chess.move.impl.CastlingMove,[chess.move.impl.SimpleMove][chess.move.Move],[]
22,../replication_package/raw_data/url0980c8326f_TobiasScharnowski_Chess_tgz-pJ8-chess_StartJ8/wala0cfa.csv,57,chess/piece/impl/AbstractPiece.getPossibleMoves:()Ljava/util/List;,chess/piece/impl/Pawn._generateMoves:()Ljava/util/List;,"@Override
public final List<Move> getPossibleMoves() {
    if (!this.isActive()) {
        return Collections.emptyList();
    } else {
        return this._generateMoves();
    }
}",class Pawn { List _generateMoves ( ) { return List1; },invocation_this,12,1,1,1,TRUE,_generateMoves,1,1,0,chess.piece.impl.AbstractPiece,"protected chess.Position pos;, protected chess.PieceType pieceType;, protected chess.piece.ChessColor color;, protected chess.ChessCoord coord;",[chess.piece.Piece],[chess.piece.impl.AbstractDirectionalPiece][chess.piece.impl.Bishop][chess.piece.impl.Queen][chess.piece.impl.Rook][chess.piece.impl.King][chess.piece.impl.Knight][chess.piece.impl.Pawn],chess.piece.impl.Pawn,[chess.piece.impl.AbstractPiece][chess.piece.Piece],[]
22,../replication_package/raw_data/url0980c8326f_TobiasScharnowski_Chess_tgz-pJ8-chess_StartJ8/wala0cfa.csv,108,chess/piece/impl/King._generateMoves:()Ljava/util/List;,chess/move/impl/CastlingMove.<init>:(Lchess/ChessCoord;Lchess/ChessCoord;Lchess/ChessCoord;)V,"@Override
protected List<Move> _generateMoves() {
    if (!this.isActive()) {
        return Collections.emptyList();
    }
    final List<Move> result = new LinkedList<Move>();
    int leftBoundary = this.getCoord().getFile() == ChessRules.MIN_FILE ? ChessRules.MIN_FILE : this.getCoord().getFile() - 1;
    int rightBoundary = this.getCoord().getFile() == ChessRules.MAX_FILE ? ChessRules.MAX_FILE : this.getCoord().getFile() + 1;
    int bottomBoundary = this.getCoord().getRank() == ChessRules.MIN_RANK ? ChessRules.MIN_RANK : this.getCoord().getRank() - 1;
    int topBoundary = this.getCoord().getRank() == ChessRules.MAX_RANK ? ChessRules.MAX_RANK : this.getCoord().getRank() + 1;
    for (int file = leftBoundary; file <= rightBoundary; ++file) {
        for (int rank = bottomBoundary; rank <= topBoundary; ++rank) {
            if (!(file == this.getCoord().getFile() && rank == this.getCoord().getRank())) {
                final ChessCoord destCoord = Coords.coord(file, rank);
                final Piece destCoordPiece = this.getPos().getPieceAt(destCoord);
                if ((!(destCoordPiece != null && destCoordPiece.getColor().equals(this.getColor()))) && !this.getPos().isControlled(destCoord)) {
                    final Move possibleMove = defaultCorrectMoveTypeForValidCoord(destCoord);
                    if (possibleMove != null) {
                        result.add(possibleMove);
                    }
                }
            }
        }
    }
    if (!this.getPos().isControlled(this.coord)) {
        if (castlingPossible(true)) {
            final ChessCoord rookSrc = Coords.coord(pos.getCastlingRookFile(true, color), coord.getRank());
            final ChessCoord targetCoord = ChessRules.getCastlingTargetCoord(true, color);
            result.add(new CastlingMove(getCoord(), targetCoord, rookSrc));
        }
        if (castlingPossible(false)) {
            final ChessCoord rookSrc = Coords.coord(pos.getCastlingRookFile(false, color), coord.getRank());
            final ChessCoord targetCoord = ChessRules.getCastlingTargetCoord(false, color);
            result.add(new CastlingMove(coord, targetCoord, rookSrc));
        }
    }
    return result;
}","public CastlingMove(ChessCoord source, ChessCoord target, ChessCoord rookSrc) {
    super(source, target);
}",invocation_constructor,422,1,1,0,TRUE,CastlingMove,1,1,0,chess.piece.impl.King,,[chess.piece.impl.AbstractPiece][chess.piece.Piece],[],chess.move.impl.CastlingMove,[chess.move.impl.SimpleMove][chess.move.Move],[]
23,../replication_package/raw_data/url2d0aeba8a7_kobantser_Calculator_tgz-pJ8-com_teamdev_students_calculator_impl_StateMachineCalculatorJ8/wala0cfa.csv,710,com/teamdev/students/calculator/impl/parsers/BinaryOperatorParser.parse:(Lcom/teamdev/students/calculator/impl/EvaluationContext;)Lcom/teamdev/students/calculator/impl/EvaluationCommand;,com/teamdev/students/calculator/impl/parsers/BinaryOperatorParser$1.<init>:(Lcom/teamdev/students/calculator/impl/parsers/BinaryOperatorParser;Lcom/teamdev/students/calculator/impl/BinaryOperator;)V,"@Override
public EvaluationCommand parse(EvaluationContext context) {
    LOGGER.info(""Inside BinaryOperatorParser."");
    final MathExpressionReader expressionReader = context.getExpressionReader();
    final BinaryOperatorFactory factory = context.getBinaryOperatorFactory();
    final String remainingExpression = expressionReader.getRemainingExpression();
    for (String presentation : factory.getAllOperators()) {
        if (remainingExpression.startsWith(presentation)) {
            LOGGER.info(""BinaryOperatorParser is accepted."");
            final BinaryOperator binaryOperator = factory.create(presentation);
            expressionReader.incrementIndex(presentation.length());
            return new EvaluationCommand() {
                @Override
                public void evaluate(EvaluationStack stack) throws EvaluationException {
                    stack.pushOperator(binaryOperator);
                }
            };
        }
    }
    return null;
}","class BinaryOperatorParser$ { void <init> ( BinaryOperatorParser a0, BinaryOperator a1, ) { return void1; }",reflect,103,1,1,0,FALSE,BinaryOperatorParser$1,1,1,0,com.teamdev.students.calculator.impl.parsers.BinaryOperatorParser,,[com.teamdev.students.calculator.impl.MathExpressionParser],[],com.teamdev.students.calculator.impl.parsers.BinaryOperatorParser$1,[com.teamdev.students.calculator.impl.EvaluationCommand],[]
24,../replication_package/raw_data/url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/wala0cfa.csv,5539,org/jczh/appliedxml/TypeAdapterManager.getAdapter:(Lcom/google/gsoncode/internal/TypeToken;)Lorg/jczh/appliedxml/TypeAdapter;,com/google/gsoncode/internal/TypeToken.hashCode:()I,"@SuppressWarnings(""unchecked"")
<T> TypeAdapter<T> getAdapter(TypeToken<T> type) {
    TypeAdapter<?> cached = typeTokenCache.get(type);
    if (cached != null) {
        return (TypeAdapter<T>) cached;
    }
    Map<TypeToken<?>, FutureTypeAdapter<?>> threadCalls = calls.get();
    FutureTypeAdapter<T> ongoingCall = (FutureTypeAdapter<T>) threadCalls.get(type);
    if (ongoingCall != null) {
        return ongoingCall;
    }
    FutureTypeAdapter<T> call = new FutureTypeAdapter<T>();
    threadCalls.put(type, call);
    try {
        for (TypeAdapterFactory factory : factories) {
            TypeAdapter<T> candidate = factory.create(context, type);
            if (candidate != null) {
                call.setDelegate(candidate);
                typeTokenCache.put(type, candidate);
                return candidate;
            }
        }
        throw new IllegalArgumentException(""xml cannot handle "" + type);
    } finally {
        threadCalls.remove(type);
    }
}","@Override
public final int hashCode() {
    return this.hashCode;
}",trans,5,0,1,1,FALSE,hashCode,0,1,0,org.jczh.appliedxml.TypeAdapterManager,,[],[],com.google.gsoncode.internal.TypeToken,,
24,../replication_package/raw_data/url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/wala0cfa.csv,6068,org/jczh/appliedxml/ArrayTypeAdapterFactory$ArrayTypeAdapter.read:(Lorg/jczh/appliedxml/XmlReader;)Ljava/lang/Object;,org/jczh/appliedxml/PullReader$End.getName:()Ljava/lang/String;,"public Object read(XmlReader in) throws IOException {
    if (in.peek() == null) {
        return null;
    }
    EventNode last = in.last();
    List<E> list = new ArrayList<E>();
    while (in.hasNext()) {
        EventNode node = in.next();
        if (node.isStart() && itemName.equals(node.getName())) {
            E instance = componentTypeAdapter.read(in);
            list.add(instance);
        }
        if (node.isEnd() && last.getName().equals(node.getName()) && last.depth() == node.depth())
            break;
    }
    Object array = Array.newInstance(componentType, list.size());
    for (int i = 0; i < list.size(); i++) {
        Array.set(array, i, list.get(i));
    }
    return array;
}","@Override
public String getName() {
    return name;
}",invocation_polymorphism,99,1,1,0,TRUE,getName,1,1,0,org.jczh.appliedxml.ArrayTypeAdapterFactory$ArrayTypeAdapter,,,,org.jczh.appliedxml.PullReader$End,[org.jczh.appliedxml.EventToken][org.jczh.appliedxml.EventNode],[]
24,../replication_package/raw_data/url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/wala0cfa.csv,6165,org/jczh/appliedxml/MapTypeAdapterFactory$Adapter.read:(Lorg/jczh/appliedxml/XmlReader;)Ljava/util/Map;,org/jczh/appliedxml/PullReader$Start.getName:()Ljava/lang/String;,"@SuppressWarnings(""unchecked"")
public Map<K, V> read(XmlReader in) throws IOException {
    if (in.peek() == null) {
        return null;
    }
    EventNode last = in.last();
    Map<K, V> map = constructor.construct();
    K key = null;
    V value = null;
    while (in.hasNext()) {
        EventNode node = in.next();
        if (node.isStart()) {
            Start start = (Start) node;
            if (entryName.equals(start.getName())) {
                if (keyIsAttr) {
                    key = (K) TextTypeUtil.convert(keyType, start.getEventAttributes().get(0).getValue());
                } else {
                    boolean hasKey = true;
                    while (in.hasNext()) {
                        EventNode keyNode = in.next();
                        if (keyNode.isStart() && keyName.equals(keyNode.getName())) {
                            start = (Start) keyNode;
                            break;
                        } else if (keyNode.isEnd() && entryName.endsWith(keyNode.getName())) {
                            hasKey = false;
                        }
                    }
                    if (!hasKey)
                        continue;
                    if (!in.hasNext())
                        break;
                    key = keyTypeAdapter.read(in);
                }
                if (valueAsText) {
                    if (in.peek().isText()) {
                        value = (V) TextTypeUtil.convert(valueType, in.next().getValue());
                    }
                } else {
                    boolean hasValue = true;
                    while (in.hasNext()) {
                        EventNode valueNode = in.next();
                        if (valueNode.isStart() && valueName.equals(valueNode.getName())) {
                            start = (Start) valueNode;
                            break;
                        } else if (valueNode.isEnd() && entryName.endsWith(valueNode.getName())) {
                            hasValue = false;
                        }
                    }
                    if (!hasValue)
                        continue;
                    if (!in.hasNext())
                        break;
                    if (valueName.equals(start.getName()))
                        value = valueTypeAdapter.read(in);
                }
                map.put(key, value);
            }
        }
        if (node.isEnd() && last.getName().equals(node.getName()) && last.depth() == node.depth()) {
            break;
        }
    }
    return map;
}","public String getName() {
    return name;
}",invocation_new,376,1,1,0,TRUE,getName,1,1,0,org.jczh.appliedxml.MapTypeAdapterFactory$Adapter,,,,org.jczh.appliedxml.PullReader$Start,[org.jczh.appliedxml.EventElement][org.jczh.appliedxml.EventNode],[]
24,../replication_package/raw_data/url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/wala0cfa.csv,7115,com/google/gsoncode/internal/LazilyParsedNumber.doubleValue:()D,com/google/gsoncode/internal/LazilyParsedNumber.doubleValue:()D,"@Override
public double doubleValue() {
    return Double.parseDouble(value);
}","@Override
public double doubleValue() {
    return Double.parseDouble(value);
}",trans,4,0,1,0,FALSE,doubleValue,0,0,0,com.google.gsoncode.internal.LazilyParsedNumber,,[java.lang.Number],[],com.google.gsoncode.internal.LazilyParsedNumber,[java.lang.Number],[]
25,../replication_package/raw_data/url0f7f8f6435_TimmiTBy_Epam_tgz-pJ8-com_epam_electricalappliance_RunnerJ8/wala0cfa.csv,72,com/epam/electricalappliance/utilsfordevices/TotalCounter.countTotalCost:(Lcom/epam/electricalappliance/house/SmartHouse;)I,org/apache/log4j/Category.error:(Ljava/lang/Object;)V,"public int countTotalCost(SmartHouse smartHouse) throws LogicException {
    if (smartHouse == null) {
        LOG.error(""Smarthouse cant be null"");
        throw new LogicException(""ERROR, SmartHouse is NULL"");
    }
    int totalCost = 0;
    Iterator<Device> it = smartHouse.iterator();
    while (it.hasNext()) {
        totalCost = totalCost + it.next().getCost();
    }
    LOG.info(""Total cost: "" + totalCost);
    return totalCost;
}","class Category { void error ( Object a0, ) { return void1; }",invocation_polymorphism,9,1,1,0,TRUE,error,1,1,0,com.epam.electricalappliance.utilsfordevices.TotalCounter,public static final org.apache.log4j.Logger LOG;,[],[],org.apache.log4j.Category,,
25,../replication_package/raw_data/url0f7f8f6435_TimmiTBy_Epam_tgz-pJ8-com_epam_electricalappliance_RunnerJ8/wala0cfa.csv,75,com/epam/electricalappliance/utilsfordevices/TotalCounter.countTotalCost:(Lcom/epam/electricalappliance/house/SmartHouse;)I,org/apache/log4j/Category.info:(Ljava/lang/Object;)V,"public int countTotalCost(SmartHouse smartHouse) throws LogicException {
    if (smartHouse == null) {
        LOG.error(""Smarthouse cant be null"");
        throw new LogicException(""ERROR, SmartHouse is NULL"");
    }
    int totalCost = 0;
    Iterator<Device> it = smartHouse.iterator();
    while (it.hasNext()) {
        totalCost = totalCost + it.next().getCost();
    }
    LOG.info(""Total cost: "" + totalCost);
    return totalCost;
}","class Category { void info ( Object a0, ) { return void1; }",invocation_polymorphism,78,1,1,1,TRUE,info,1,1,0,com.epam.electricalappliance.utilsfordevices.TotalCounter,public static final org.apache.log4j.Logger LOG;,[],[],org.apache.log4j.Category,,
25,../replication_package/raw_data/url0f7f8f6435_TimmiTBy_Epam_tgz-pJ8-com_epam_electricalappliance_RunnerJ8/wala0cfa.csv,698,com/epam/electricalappliance/house/SmartHouse.addDevice:(Lcom/epam/electricalappliance/device/abstractdevice/Device;)V,com/epam/electricalappliance/device/bathroom/HairDryer.toString:()Ljava/lang/String;,"public void addDevice(Device device) {
    devicesInHouse.add(device);
    LOG.info(device + ""Has been added to SmartHouse"");
}","@Override
public String toString() {
    return ""HairDryer with "" + getPower() + "" power, status "" + isOn() + "" "";
}",tostring_not_found_specific,20,0,1,1,FALSE,toString,1,1,0,com.epam.electricalappliance.house.SmartHouse,public static final org.apache.log4j.Logger LOG;,[],[],com.epam.electricalappliance.device.bathroom.HairDryer,[com.epam.electricalappliance.device.abstractdevice.Device],[]
25,../replication_package/raw_data/url0f7f8f6435_TimmiTBy_Epam_tgz-pJ8-com_epam_electricalappliance_RunnerJ8/wala0cfa.csv,1339,com/epam/electricalappliance/device/kitchen/Oven.equals:(Ljava/lang/Object;)Z,com/epam/electricalappliance/device/abstractdevice/Device.isOn:()Z,"@Override
public boolean equals(Object obj) {
    if (this == obj)
        return true;
    if (obj == null)
        return false;
    if (getClass() != obj.getClass())
        return false;
    Oven other = (Oven) obj;
    if (temperature != other.temperature) {
        return false;
    }
    if (this.getPower() != other.getPower()) {
        return false;
    }
    if (this.getCost() != other.getCost()) {
        return false;
    }
    if (this.getWeight() != other.getWeight()) {
        return false;
    }
    if (this.isOn() != other.isOn()) {
        return false;
    }
    return true;
}","public boolean isOn() {
    return isOn;
}",invocation_this,88,1,1,0,TRUE,isOn,1,1,0,com.epam.electricalappliance.device.kitchen.Oven,public static final org.apache.log4j.Logger LOG;,[com.epam.electricalappliance.device.abstractdevice.Device],[],com.epam.electricalappliance.device.abstractdevice.Device,[],[com.epam.electricalappliance.device.bathroom.HairDryer][com.epam.electricalappliance.device.kitchen.Fridge][com.epam.electricalappliance.device.kitchen.Oven]
